order_id,customer_id,order_date,delivery_date,total_amount,discount_applied,tax_amount,shipping_cost,order_status,payment_method,notes
54476,8427,2023-04-24,2023-05-03,3863.83,28.28,23.48,7.1,Shipped,Debit Card,Story item information card seek.
54477,3529,2022-12-08,2022-12-13,4334.16,2.83,21.28,14.0,Returned,PayPal,Tree green bank make address standard give.
54478,2792,2024-11-11,2024-11-13,4490.34,27.14,6.44,6.0,Delivered,PayPal,Consider sell responsibility role bar stand.
54479,1723,2023-04-14,2023-04-23,973.78,2.21,24.26,18.28,Pending,Credit Card,Land nation wind.
54480,3251,2023-07-15,2023-07-23,10270.64,8.96,23.08,12.91,Returned,Credit Card,Someone party single sense process include might.
54481,7767,2024-06-13,2024-06-17,1754.79,26.58,10.39,7.61,Pending,Cash,Part same participant speech.
54482,4812,2023-06-23,2023-06-29,10040.84,14.03,5.77,8.28,Shipped,Debit Card,World miss will policy evidence.
54483,25,2023-11-11,2023-11-16,7130.7,18.54,16.08,14.59,Pending,Cash,Discussion under term away catch speak fact best.
54484,2391,2023-05-06,2023-05-13,6967.91,10.42,7.67,14.97,Shipped,PayPal,High education close million key whatever off.
54485,9289,2022-03-21,2022-03-23,5524.0599999999995,4.73,14.44,6.0,Returned,Credit Card,And film plan work.
54486,6126,2024-09-04,2024-09-09,3537.95,29.28,11.12,15.79,Returned,Debit Card,Memory lose himself expect study.
54487,6368,2024-04-24,2024-04-30,4347.87,12.23,9.66,5.73,Shipped,PayPal,Mind tree treatment.
54488,4775,2022-12-05,2022-12-15,2096.82,25.68,23.69,7.64,Shipped,Cash,How beyond police.
54489,6124,2022-01-03,2022-01-08,6610.36,0.9,18.36,19.62,Delivered,PayPal,Force her discover specific left agency those fish.
54490,9573,2023-03-24,2023-03-31,4047.16,17.18,6.2,19.47,Returned,PayPal,Garden degree try along position.
54491,2665,2024-06-14,2024-06-19,2661.7999999999997,20.68,11.94,8.78,Shipped,Credit Card,Local husband far news believe community later.
54492,3563,2022-04-08,2022-04-14,5434.7,20.57,20.69,18.54,Cancelled,Debit Card,Game sport wall after hard seek.
54493,1979,2023-04-10,2023-04-12,5861.11,25.5,15.8,9.92,Cancelled,PayPal,Test stop real realize maintain with understand.
54494,2413,2022-02-02,2022-02-10,1652.76,21.16,16.03,14.95,Cancelled,PayPal,Mean world commercial.
54495,5707,2022-07-31,2022-08-04,8043.0599999999995,7.12,22.96,11.72,Delivered,PayPal,Today start team.
54496,5074,2024-10-16,2024-10-22,5163.74,14.79,12.97,11.6,Cancelled,PayPal,Paper child teacher hear capital.
54497,2202,2024-08-16,2024-08-24,5116.280000000001,11.49,18.05,12.27,Returned,Cash,The gun teach either.
54498,3283,2024-09-21,2024-09-24,4334.74,13.91,10.38,8.5,Pending,PayPal,Including whole best wife image nothing.
54499,3819,2022-02-13,2022-02-23,6871.9,5.34,6.01,10.36,Pending,PayPal,Now music myself shake hour.
54500,2984,2023-02-16,2023-02-26,2686.8599999999997,15.64,11.23,11.78,Shipped,Cash,Main truth upon.
54501,5501,2024-12-04,2024-12-07,7979.16,5.47,6.97,18.42,Pending,Cash,Admit or our week many affect.
54502,7066,2022-10-11,2022-10-17,2597.46,19.54,21.38,9.17,Delivered,PayPal,True thousand recognize way.
54503,2587,2023-01-14,2023-01-17,5865.95,23.55,12.71,12.75,Delivered,Debit Card,Read sort yes attorney assume trade surface.
54504,2996,2023-05-18,2023-05-22,3495.0699999999997,19.38,11.21,13.96,Returned,Debit Card,Baby sign coach event challenge.
54505,365,2023-02-02,2023-02-10,6917.360000000001,3.29,13.75,18.95,Cancelled,PayPal,Involve level section first serious.
54506,8096,2022-12-21,2022-12-28,7253.99,3.07,7.62,10.12,Delivered,PayPal,Total have this themselves why drug seek.
54507,9731,2022-08-08,2022-08-16,6647.54,22.48,15.3,17.63,Pending,Credit Card,None firm easy different policy while.
54508,433,2023-12-30,2024-01-09,3623.45,21.99,15.1,8.3,Cancelled,Cash,Goal minute detail same.
54509,9443,2024-09-13,2024-09-18,5414.0599999999995,16.74,24.1,16.48,Returned,Credit Card,Tend bill figure since make.
54510,3210,2022-04-28,2022-05-06,6392.6900000000005,14.34,24.38,19.44,Returned,PayPal,Two forget parent north daughter next.
54511,5184,2024-03-20,2024-03-28,12334.24,15.16,24.34,10.78,Delivered,Cash,System participant together a moment major remain.
54512,5558,2022-12-23,2023-01-02,4619.85,2.03,13.84,13.08,Pending,PayPal,A out turn avoid your teach none.
54513,5437,2022-09-11,2022-09-20,1945.93,18.38,12.37,17.91,Returned,PayPal,Campaign behavior discussion season.
54514,3372,2024-03-28,2024-04-04,1644.6,0.11,9.46,10.02,Delivered,Debit Card,Fact catch room strong form five each.
54515,679,2022-10-06,2022-10-09,3225.8599999999997,25.13,16.27,11.39,Pending,Credit Card,Short ten thing eight yard process.
54516,2980,2023-08-02,2023-08-11,1774.0,16.69,22.91,6.26,Pending,Cash,Mother financial young positive moment.
54517,8991,2022-05-29,2022-06-08,7101.16,29.81,18.54,9.36,Returned,Credit Card,Begin enough community season history.
54518,6330,2023-05-06,2023-05-08,10233.029999999999,0.45,13.8,15.63,Pending,Credit Card,Beat exactly join huge.
54519,9444,2023-02-17,2023-02-22,12359.36,15.98,7.7,10.23,Delivered,PayPal,Game than indicate paper debate task tree.
54520,7690,2023-03-16,2023-03-19,9172.58,22.91,12.67,8.23,Delivered,Cash,Also rock around call.
54521,7617,2022-03-02,2022-03-11,6523.15,1.8,14.31,13.74,Delivered,PayPal,House institution wife imagine sister listen save.
54522,6324,2024-12-20,2024-12-27,11507.51,1.89,20.96,16.41,Delivered,Credit Card,By thought address show that why.
54523,7453,2024-08-05,2024-08-15,3801.7700000000004,6.11,13.27,17.4,Delivered,Cash,Worker stop listen like hear read.
54524,3207,2022-05-17,2022-05-25,6041.83,0.05,24.28,5.29,Shipped,Cash,Rather wrong quickly story many key.
54525,314,2022-09-14,2022-09-23,4501.92,1.0,12.88,17.37,Delivered,Debit Card,Behavior child follow age best season.
54526,2104,2022-08-31,2022-09-03,4191.360000000001,21.77,23.1,12.12,Pending,PayPal,Attorney per step above.
54527,1116,2024-10-22,2024-10-28,6849.76,12.95,21.17,18.88,Shipped,Debit Card,Probably significant thing financial.
54528,25,2022-04-05,2022-04-07,4174.71,17.71,6.26,8.84,Pending,Credit Card,Language subject from success deep project.
54529,955,2024-04-22,2024-04-30,4604.56,24.94,23.84,15.83,Delivered,Credit Card,Plant class notice understand.
54530,3237,2024-12-29,2025-01-01,4000.7400000000002,4.95,12.48,6.87,Cancelled,Debit Card,Country girl him able our.
54531,2000,2022-05-27,2022-06-01,6976.1,21.2,6.17,7.42,Delivered,Debit Card,Order admit market serious.
54532,1139,2024-09-09,2024-09-11,5939.75,4.01,17.54,13.52,Returned,Debit Card,Civil other want station loss ahead.
54533,9928,2024-06-24,2024-06-30,3998.2200000000003,24.46,19.64,9.34,Delivered,Debit Card,Election month three heavy speak happy decide.
54534,4509,2023-08-24,2023-09-01,4533.48,12.08,18.98,19.54,Returned,Debit Card,Both several society rock.
54535,3461,2024-12-08,2024-12-15,4419.17,20.5,7.46,16.72,Delivered,Debit Card,Down financial scene.
54536,7999,2022-10-14,2022-10-20,3327.73,24.59,20.73,10.22,Cancelled,Credit Card,Live speech clearly American trip generation.
54537,2117,2023-12-08,2023-12-17,2647.85,15.7,8.17,11.59,Returned,Credit Card,Best water free speech act box.
54538,3766,2024-04-26,2024-04-30,9670.22,22.72,10.29,13.8,Cancelled,PayPal,Concern ability draw federal tough recently individual.
54539,1519,2024-08-14,2024-08-18,5315.4,21.49,11.9,10.35,Delivered,Debit Card,Chance growth follow tend every.
54540,2656,2022-05-29,2022-06-08,7869.7300000000005,26.82,22.93,7.75,Shipped,Credit Card,Anyone exist red many color water.
54541,6615,2023-11-02,2023-11-12,14264.9,16.96,6.4,13.19,Shipped,Cash,Wonder me participant who manager there officer.
54542,5364,2024-12-26,2025-01-05,6551.3099999999995,20.89,24.15,12.03,Cancelled,Credit Card,Garden stand south environment.
54543,3787,2022-03-07,2022-03-12,8278.119999999999,7.25,6.32,7.34,Cancelled,PayPal,Man experience light idea collection financial.
54544,6768,2024-02-02,2024-02-10,3966.57,0.21,16.4,16.24,Delivered,Credit Card,Tv measure experience about.
54545,5813,2023-10-19,2023-10-22,6467.57,25.02,11.09,6.45,Pending,Credit Card,Where movie beautiful late cost explain blood baby.
54546,8634,2024-12-11,2024-12-21,4342.29,8.14,12.49,12.56,Delivered,Credit Card,Phone include skill science child develop reason.
54547,4467,2024-04-25,2024-05-05,4036.51,19.93,24.48,6.8,Delivered,Credit Card,Pressure last heart.
54548,9030,2023-03-06,2023-03-10,2135.78,15.53,16.06,16.37,Pending,PayPal,Responsibility decide Democrat tough leave music.
54549,1580,2023-07-11,2023-07-14,4505.88,29.38,21.74,13.67,Returned,PayPal,Easy dark subject east name.
54550,3316,2022-10-26,2022-11-02,4180.77,9.13,24.62,14.96,Delivered,Cash,Worker western about lead expect positive nearly.
54551,8089,2024-01-05,2024-01-09,4867.75,6.31,7.97,8.54,Shipped,Debit Card,Pull region age event.
54552,1560,2023-05-28,2023-06-01,8711.33,16.99,13.16,12.4,Returned,Debit Card,Market small this.
54553,1400,2023-01-10,2023-01-16,5578.93,19.5,11.15,5.38,Pending,Cash,Full school table meet sound.
54554,1022,2023-04-04,2023-04-13,1187.74,5.06,12.88,15.38,Pending,Credit Card,Drug either dinner.
54555,7674,2024-11-04,2024-11-13,7916.27,12.01,8.89,15.13,Cancelled,Credit Card,Call enough court including music which man.
54556,1937,2022-05-15,2022-05-21,1510.8799999999999,18.81,19.3,17.79,Delivered,Credit Card,Gun wind happen beautiful help government.
54557,9208,2023-02-22,2023-02-25,9250.06,25.59,8.53,11.85,Pending,Debit Card,Training herself television stock fine measure.
54558,5042,2022-08-03,2022-08-11,9065.23,2.17,17.09,14.11,Returned,Cash,Between particularly including phone design.
54559,532,2024-01-01,2024-01-04,1259.15,6.27,10.39,14.77,Returned,Cash,Much student leave long.
54560,7587,2023-08-15,2023-08-24,3466.0,10.94,21.41,15.54,Cancelled,Credit Card,Level assume southern game table way begin.
54561,9408,2023-05-10,2023-05-20,867.93,23.2,23.96,15.82,Pending,Cash,Although stage town say perform product site.
54562,5841,2024-05-28,2024-06-03,3510.72,4.2,8.21,6.95,Pending,PayPal,National position off join.
54563,4451,2022-09-30,2022-10-03,5034.66,1.95,10.48,14.4,Delivered,Credit Card,Yet product often fall order who.
54564,9960,2024-04-27,2024-04-29,2545.03,14.05,15.62,7.03,Pending,Cash,Right federal best across foreign charge.
54565,6063,2022-09-23,2022-10-01,1119.86,11.47,23.26,17.95,Returned,PayPal,Sell much road employee morning network mean.
54566,4175,2023-02-07,2023-02-14,2478.9700000000003,16.14,18.82,17.21,Returned,Debit Card,Power front window dream leader space development.
54567,5352,2022-01-22,2022-01-28,1455.58,15.47,18.89,7.57,Shipped,Credit Card,Score sort black view particularly.
54568,6593,2024-06-10,2024-06-16,9020.18,10.77,8.15,8.03,Shipped,Debit Card,Much soon ground piece.
54569,4433,2023-11-17,2023-11-25,7308.78,24.96,20.28,11.9,Pending,PayPal,Resource everyone end magazine visit carry.
54570,3051,2023-10-06,2023-10-16,4463.24,0.34,16.67,17.12,Cancelled,Cash,Community plan seven day down summer then.
54571,92,2024-03-16,2024-03-22,4340.76,23.05,18.91,18.89,Pending,Debit Card,Draw guy attack protect whether.
54572,4089,2023-02-02,2023-02-12,552.86,1.57,14.63,15.93,Pending,Credit Card,Purpose reflect win top.
54573,3663,2024-06-17,2024-06-26,1099.24,26.93,16.17,11.87,Delivered,Cash,Over act attorney race first game.
54574,2264,2023-12-11,2023-12-16,5312.23,28.98,22.95,14.55,Delivered,Credit Card,Action pass full style light.
54575,6004,2024-09-24,2024-09-29,12762.11,11.01,7.78,8.45,Returned,Credit Card,Poor management plan card.
54576,8219,2023-02-03,2023-02-06,4376.82,24.11,9.6,16.22,Shipped,Credit Card,Admit challenge new project.
54577,1097,2024-06-11,2024-06-16,7981.17,20.2,17.51,18.01,Delivered,Debit Card,Scientist where middle trip begin responsibility activity.
54578,9109,2022-10-18,2022-10-21,4361.6,27.15,24.72,12.65,Returned,PayPal,Like get day.
54579,7427,2024-04-06,2024-04-12,142.48,27.13,23.64,12.96,Pending,Credit Card,Especially for peace offer floor those.
54580,9865,2022-03-23,2022-03-30,3067.44,21.1,18.12,15.33,Delivered,Debit Card,Former actually school mission population.
54581,3133,2023-05-23,2023-06-01,6655.69,24.42,8.19,12.17,Cancelled,Cash,Interview argue feel TV not someone message.
54582,9384,2023-05-25,2023-06-02,5007.86,21.95,14.83,12.25,Shipped,Debit Card,Piece machine test stuff money reality.
54583,9994,2023-04-29,2023-05-07,768.4300000000001,6.34,19.4,9.22,Pending,Cash,By believe right note three involve.
54584,4617,2024-10-20,2024-10-24,4100.1,22.98,19.15,19.26,Returned,Cash,Condition result cup miss right.
54585,3377,2023-12-21,2023-12-30,1472.46,14.31,18.45,17.65,Delivered,Credit Card,These deep whole main.
54586,2486,2022-11-24,2022-12-04,278.88,20.57,9.35,11.66,Returned,Debit Card,Room front miss foreign scientist.
54587,7571,2023-12-20,2023-12-26,4342.59,4.86,22.36,7.24,Returned,PayPal,Kind begin full next.
54588,6048,2022-05-08,2022-05-16,6084.49,10.84,8.71,17.44,Cancelled,Credit Card,Travel month dark allow.
54589,1619,2024-12-26,2024-12-29,11467.98,22.16,13.97,15.33,Delivered,Credit Card,Back cell security wall newspaper.
54590,651,2023-11-06,2023-11-13,5619.64,27.73,13.39,18.61,Returned,Credit Card,Soon lawyer sing culture.
54591,1557,2022-09-24,2022-10-04,1946.1499999999999,19.64,21.57,7.05,Cancelled,Cash,Vote together animal radio reflect something eye year.
54592,8243,2023-02-11,2023-02-13,8082.58,19.57,19.27,12.08,Delivered,Debit Card,Arrive similar agency within difficult perform.
54593,3987,2024-05-21,2024-05-25,10975.89,14.27,6.45,6.23,Pending,Credit Card,Size east against.
54594,2485,2024-06-23,2024-07-03,0.0,22.91,22.53,11.97,Delivered,Debit Card,Whole group plan suffer person nation individual.
54595,353,2023-05-30,2023-06-03,676.6,0.41,14.31,8.33,Delivered,PayPal,On his modern industry series pressure and.
54596,4346,2022-11-24,2022-12-02,4550.75,29.17,24.35,17.19,Delivered,Cash,Red rather commercial article town relationship.
54597,4135,2024-12-28,2025-01-04,4361.25,13.05,17.44,14.24,Pending,PayPal,This teacher those force.
54598,1031,2023-12-08,2023-12-11,4501.85,27.21,10.01,12.88,Shipped,PayPal,Range memory public send contain.
54599,5461,2024-06-12,2024-06-17,1015.25,0.26,15.89,16.31,Delivered,Cash,Rate affect industry significant eight feel better.
54600,5834,2023-06-28,2023-07-04,7271.67,6.05,13.52,11.03,Cancelled,Credit Card,Worker quality air sit here set.
54601,8893,2024-11-26,2024-11-30,10695.050000000001,12.03,5.02,7.24,Shipped,PayPal,Ground list see key role message.
54602,8445,2022-06-05,2022-06-08,12831.27,21.68,13.48,6.28,Pending,PayPal,Begin might city want.
54603,5681,2023-08-17,2023-08-22,12538.54,7.71,13.65,16.15,Shipped,PayPal,Memory professor much give think.
54604,5213,2023-09-04,2023-09-11,12760.63,28.64,22.21,8.25,Cancelled,PayPal,Born senior view which time hotel.
54605,1332,2024-03-06,2024-03-12,7631.75,9.92,11.52,8.02,Delivered,PayPal,Pattern kind strategy citizen.
54606,8146,2024-10-03,2024-10-05,5556.04,13.47,21.31,19.24,Pending,Credit Card,Establish miss television campaign according.
54607,520,2023-04-04,2023-04-06,9593.98,27.16,8.53,18.21,Shipped,Debit Card,Bill occur understand over real alone red none.
54608,629,2024-06-11,2024-06-13,7282.889999999999,29.44,22.93,13.67,Pending,PayPal,Police charge bill class there clearly social.
54609,5964,2023-10-11,2023-10-16,2809.36,5.83,12.24,10.5,Delivered,PayPal,Program red short long close.
54610,2641,2024-03-17,2024-03-25,515.59,20.93,13.32,17.19,Shipped,Debit Card,Bag majority significant nation back later risk.
54611,847,2024-11-19,2024-11-22,798.63,18.38,17.26,8.77,Cancelled,Credit Card,Action ahead last scene.
54612,6740,2024-09-25,2024-10-05,0.0,21.22,19.95,7.94,Pending,PayPal,President clear adult already voice.
54613,648,2024-02-20,2024-02-28,5067.4400000000005,3.77,7.65,18.89,Pending,PayPal,Fund structure ago brother source hear.
54614,1430,2023-12-16,2023-12-18,9037.47,6.58,24.9,16.86,Pending,PayPal,Want choice have job officer friend.
54615,563,2024-01-21,2024-01-24,1445.85,25.13,17.02,12.78,Delivered,Debit Card,Child hair start field wish impact.
54616,5628,2022-10-17,2022-10-20,755.68,16.59,24.35,14.8,Delivered,Debit Card,Participant protect unit country call.
54617,4930,2023-10-29,2023-11-04,1241.9299999999998,14.17,24.98,7.16,Shipped,Cash,Nation approach them serve scientist democratic huge.
54618,7290,2023-08-12,2023-08-19,1757.28,26.53,18.35,13.45,Delivered,Cash,Environment must glass far.
54619,2481,2023-10-06,2023-10-12,6920.97,3.65,5.83,13.85,Shipped,PayPal,Reflect idea consider leave would matter.
54620,1725,2022-07-08,2022-07-12,4341.62,26.47,8.07,6.13,Cancelled,Debit Card,Practice away hour for realize.
54621,3525,2022-03-28,2022-04-07,8148.84,23.04,18.73,9.04,Cancelled,Credit Card,Very condition spring.
54622,419,2022-12-25,2022-12-30,5577.5,6.51,13.47,9.54,Delivered,Cash,Pay few know reason.
54623,4165,2023-04-05,2023-04-09,1269.3799999999999,27.28,17.14,8.68,Cancelled,Debit Card,Player reveal ball represent.
54624,5903,2024-07-15,2024-07-23,3717.1899999999996,6.34,20.02,12.22,Delivered,Debit Card,Seven structure magazine data interview particular matter.
54625,1397,2024-03-15,2024-03-19,2229.25,7.53,7.23,15.22,Pending,Credit Card,Parent across sport.
54626,1343,2024-08-28,2024-09-07,1738.9899999999998,17.61,6.62,9.16,Shipped,Credit Card,Sometimes president son can throw send.
54627,5503,2024-07-06,2024-07-12,1674.9699999999998,15.9,10.84,15.62,Cancelled,PayPal,Impact grow bad painting wife.
54628,4496,2023-09-29,2023-10-05,4072.09,13.91,13.93,14.98,Shipped,Cash,Good election least international hot station fill.
54629,7935,2022-04-17,2022-04-21,2228.94,0.84,7.34,17.02,Returned,Debit Card,Far throw health give science environment pattern.
54630,920,2024-06-06,2024-06-16,2248.79,19.17,21.48,17.19,Cancelled,PayPal,Water know she necessary certainly last.
54631,5129,2022-05-01,2022-05-04,6044.25,27.73,10.82,9.72,Cancelled,PayPal,Paper hundred ever possible court pass center.
54632,4243,2023-03-29,2023-04-08,1223.9,11.86,6.66,18.52,Delivered,PayPal,Size ago mother father find range heart born.
54633,4370,2023-06-20,2023-06-23,4826.82,28.76,6.04,7.03,Returned,Cash,Scene organization which.
54634,9481,2023-01-30,2023-02-01,1347.4499999999998,28.67,5.23,10.11,Shipped,PayPal,Morning little sure color.
54635,3853,2024-06-14,2024-06-19,2614.53,16.76,14.15,14.73,Pending,Debit Card,Campaign scientist final piece system.
54636,7980,2022-05-29,2022-06-04,1480.49,28.74,9.91,12.48,Cancelled,Debit Card,Fire anyone watch later whatever sound trip environmental.
54637,6590,2022-12-09,2022-12-11,2943.44,0.7,23.72,14.56,Shipped,PayPal,Walk particularly region trouble building education by.
54638,9632,2022-03-26,2022-03-29,121.53,21.9,24.93,15.03,Delivered,PayPal,Security add risk serve low adult.
54639,2993,2024-12-12,2024-12-20,8274.62,21.45,7.14,11.88,Returned,Cash,Born own number house indicate charge majority difficult.
54640,8749,2024-12-11,2024-12-15,10516.84,28.15,22.86,17.89,Pending,Credit Card,Involve keep interest attorney economy any live wall.
54641,3136,2023-05-29,2023-06-05,1226.1,0.83,21.13,14.24,Cancelled,PayPal,Page fall manager treatment should capital positive million.
54642,4949,2023-03-05,2023-03-12,5021.54,19.01,7.83,6.7,Returned,Debit Card,Challenge common one if form door.
54643,1562,2023-01-03,2023-01-05,4568.27,6.88,13.05,11.36,Delivered,PayPal,Record data in.
54644,7209,2024-09-17,2024-09-21,8249.34,9.0,10.3,19.77,Pending,Debit Card,Fight organization while improve imagine thus.
54645,7733,2024-02-13,2024-02-22,6329.64,1.35,16.3,13.47,Delivered,Debit Card,Usually dream only price blood.
54646,5362,2022-08-06,2022-08-14,5747.32,5.92,18.5,16.37,Cancelled,PayPal,Far loss these remember.
54647,684,2023-04-21,2023-04-23,3641.62,28.27,5.3,7.42,Pending,PayPal,Official since chair begin sort soldier return respond.
54648,7741,2023-08-31,2023-09-07,2536.76,19.99,14.42,9.9,Delivered,Credit Card,With usually street tend card.
54649,3432,2023-09-04,2023-09-10,6111.17,9.0,14.45,6.59,Shipped,Debit Card,Lose prepare evening organization job its stuff.
54650,3616,2023-03-10,2023-03-17,7014.14,5.14,6.49,12.81,Delivered,Cash,Book recent admit unit commercial.
54651,6178,2022-03-15,2022-03-19,4786.59,12.75,17.4,8.19,Returned,Cash,Concern already week.
54652,4334,2023-11-30,2023-12-09,884.8199999999999,10.24,8.54,11.49,Delivered,PayPal,Challenge ability minute according.
54653,6281,2022-09-10,2022-09-14,2416.46,2.85,10.25,12.71,Delivered,Cash,Different sort moment career design eat word best.
54654,2098,2023-11-01,2023-11-03,12178.91,24.44,16.21,17.61,Delivered,Cash,Leg his couple area else doctor.
54655,3025,2022-08-29,2022-09-04,662.18,27.81,8.57,16.1,Pending,Cash,Star hold important budget report high ready.
54656,5019,2023-12-04,2023-12-11,1947.6,21.65,13.11,10.06,Cancelled,PayPal,Nor seek somebody member hear.
54657,8567,2024-11-05,2024-11-12,10852.89,12.04,19.98,10.13,Cancelled,Credit Card,Tough natural read research.
54658,4644,2024-06-05,2024-06-09,1740.87,23.84,21.74,16.99,Delivered,Credit Card,How read box main final.
54659,5375,2022-09-24,2022-09-29,501.44000000000005,5.57,18.4,11.4,Returned,PayPal,Lot ask direction star.
54660,8104,2022-05-01,2022-05-10,6476.66,7.84,14.71,5.36,Shipped,Credit Card,Themselves listen eye particular page assume they.
54661,6842,2023-05-20,2023-05-28,964.51,27.23,24.31,9.44,Pending,Credit Card,Set official new wear.
54662,8733,2022-12-13,2022-12-16,835.26,8.74,12.05,8.18,Pending,Debit Card,Always offer really I series book air.
54663,9438,2024-08-11,2024-08-17,2273.38,18.74,9.2,6.07,Cancelled,Cash,Fill year trip represent recently where husband.
54664,8574,2024-05-30,2024-06-05,6098.48,7.06,6.5,7.29,Cancelled,Credit Card,Form however site theory often.
54665,4462,2024-11-27,2024-12-02,5997.7,22.77,6.79,7.51,Shipped,Credit Card,She require worker southern table serious.
54666,203,2024-10-12,2024-10-18,5186.11,18.27,12.58,15.05,Cancelled,Credit Card,Effort him set research.
54667,2062,2024-12-12,2024-12-22,13267.39,3.5,17.71,5.17,Pending,Debit Card,Explain save think brother or.
54668,354,2024-01-05,2024-01-10,12101.460000000001,19.39,14.21,19.67,Returned,Cash,Star popular event might home.
54669,6148,2024-04-11,2024-04-15,17820.67,8.61,9.36,18.33,Delivered,Debit Card,Good late if teach attorney day.
54670,445,2024-12-05,2024-12-13,4404.89,4.44,23.36,11.37,Returned,Cash,Open admit over one prevent series.
54671,4198,2024-02-03,2024-02-13,7769.5,1.75,10.8,19.78,Pending,PayPal,Guess civil and matter young surface send.
54672,3206,2022-12-29,2023-01-05,10344.71,20.33,19.23,15.85,Shipped,Cash,His blue without community.
54673,521,2024-12-03,2024-12-08,10823.380000000001,19.02,8.82,11.91,Delivered,Credit Card,Develop next size top according thousand.
54674,295,2024-06-26,2024-06-28,2244.78,1.45,8.99,15.48,Shipped,Cash,Store recent another soon.
54675,2147,2023-06-16,2023-06-23,4279.32,27.89,14.49,14.27,Pending,PayPal,Whatever conference me environmental music environment.
54676,8213,2023-10-28,2023-10-30,6111.41,19.41,10.54,5.32,Cancelled,Cash,Election while organization degree.
54677,8656,2024-10-02,2024-10-12,15278.79,27.22,16.36,12.04,Returned,Credit Card,Expert too bill mean nation structure open.
54678,2799,2023-03-04,2023-03-09,2256.2599999999998,6.8,13.14,14.38,Cancelled,Credit Card,Local weight five surface item live.
54679,938,2022-05-06,2022-05-15,7530.289999999999,0.53,9.19,11.88,Cancelled,Credit Card,Increase never Republican country cover television for indeed.
54680,4711,2022-07-24,2022-07-29,5908.16,25.39,19.28,14.0,Delivered,PayPal,Hard again plant yes entire condition.
54681,946,2023-11-05,2023-11-09,1128.48,24.34,15.75,16.77,Returned,Credit Card,Thank over including team open.
54682,9031,2024-05-09,2024-05-13,5889.950000000001,12.25,8.11,16.87,Cancelled,Credit Card,Career give deep job relate guy.
54683,43,2022-10-15,2022-10-19,7009.0,2.72,6.65,9.67,Cancelled,Cash,Very too room.
54684,9775,2022-05-11,2022-05-13,3241.3399999999997,28.77,21.75,9.36,Returned,Cash,Part watch final so modern business whose.
54685,6806,2024-09-05,2024-09-08,345.01,24.76,13.03,7.04,Pending,Credit Card,By like above he difficult read.
54686,8684,2022-02-10,2022-02-16,5509.47,18.48,12.97,18.82,Delivered,PayPal,Open wall contain fall investment.
54687,7607,2024-05-22,2024-05-29,0.0,13.62,20.25,17.77,Delivered,PayPal,Behind although sign subject pass game former.
54688,7743,2024-10-31,2024-11-08,6264.98,8.02,14.44,15.68,Delivered,Credit Card,Fight another most interview.
54689,4757,2024-08-25,2024-08-30,7191.64,5.81,5.92,7.78,Shipped,PayPal,Wrong shake yet cover well look.
54690,1739,2023-02-19,2023-02-22,3396.63,12.44,19.65,10.11,Delivered,Credit Card,Themselves class ready weight.
54691,1671,2022-08-16,2022-08-24,2805.45,20.95,6.05,11.61,Shipped,Credit Card,Personal region very allow.
54692,9899,2023-01-23,2023-01-29,3058.29,10.62,13.22,5.37,Shipped,PayPal,Put lose country you meeting.
54693,3077,2023-04-28,2023-05-02,3957.74,15.9,15.29,8.32,Shipped,Cash,Gas help west commercial.
54694,3922,2024-12-17,2024-12-20,1104.2,22.4,5.14,12.93,Pending,PayPal,Care sing near world education never thus.
54695,2987,2022-06-13,2022-06-21,327.25,24.64,24.68,11.52,Delivered,Debit Card,Pay pick whose throughout mouth the.
54696,6935,2022-08-20,2022-08-30,2535.44,27.14,19.7,11.62,Pending,PayPal,Whatever player test leave.
54697,9909,2024-07-30,2024-08-05,12283.34,25.67,24.53,12.79,Delivered,Cash,Challenge college treat local make.
54698,899,2023-05-14,2023-05-23,6215.33,16.18,9.7,10.82,Cancelled,Cash,Hand sister event cost form car.
54699,6232,2024-07-12,2024-07-18,2170.3100000000004,21.08,19.17,10.22,Shipped,PayPal,Late us later from later attorney another blue.
54700,451,2023-02-18,2023-02-24,8380.43,10.95,7.91,14.29,Cancelled,Cash,Write both guy minute respond heavy pass.
54701,473,2023-09-27,2023-10-01,0.0,15.91,18.35,11.72,Pending,Credit Card,Training business court again true.
54702,7548,2022-08-09,2022-08-17,6240.03,19.24,16.85,13.02,Shipped,Credit Card,Different medical glass treatment can energy.
54703,1892,2022-01-31,2022-02-09,2808.14,4.33,17.93,18.56,Pending,Cash,By though vote state traditional certain training.
54704,9824,2022-11-23,2022-12-03,10961.02,6.54,18.39,7.68,Pending,PayPal,Teacher stock who central threat woman.
54705,1739,2023-01-23,2023-01-28,5478.110000000001,27.1,13.73,9.66,Pending,Cash,Around daughter than behind everyone would.
54706,1210,2022-05-27,2022-05-30,3966.6799999999994,0.33,9.44,8.7,Pending,Cash,Letter throughout ready season idea stand send.
54707,1357,2022-04-18,2022-04-26,12202.54,17.44,7.81,5.13,Shipped,Cash,Forget education interest report.
54708,8571,2024-05-21,2024-05-28,70.81,20.14,12.69,16.36,Shipped,Debit Card,Three image particularly present.
54709,7647,2024-07-02,2024-07-08,965.21,16.22,5.06,12.13,Delivered,PayPal,State sure between rule.
54710,3708,2022-09-16,2022-09-18,0.0,23.1,22.64,10.59,Pending,Credit Card,Trip yeah involve million before organization.
